34-33	36-33	40-31	44-23	46-27	50-21
1.76125244618395	0.018036072144288057	-0.005464480874318032	2.50097847358121	-0.03797468354430476	-0.01081081081081149
1.76125244618395	0.02409638554216838	0.0027397260273963756	2.50097847358121	-0.0303030303030298	-0.0054347826086966694
1.76125244618395	0.03212851405622508	0.013698630136987596	2.50097847358121	-0.022784810126581567	0.0027247956403260924
1.76125244618395	0.03614457831325295	0.019178082191780414	2.50097847358121	-0.017721518987341298	0.010869565217390628
1.76125244618395	0.04032258064516206	0.0247933884297513	2.50097847358121	-0.010152284263958816	0.016393442622951244
1.76125244618395	0.0507099391480726	0.03047091412742412	2.50097847358121	-0.00255754475703248	0.02185792349726788
1.76125244618395	0.05858585858585876	0.04419889502762314	2.50097847358121	0.0076335877862596865	0.03278688524590114
1.76125244618395	0.06854838709677433	0.052341597796142274	2.50097847358121	0.015306122448978693	0.04132231404958649
1.76125244618395	0.07661290322580609	0.06593406593406637	2.50097847358121	0.027848101265821903	0.046321525885557914
1.76125244618395	0.08249496981891226	0.07142857142857142	2.50097847358121	0.03553299492385709	0.054644808743170376
1.76125244618395	0.09090909090909127	0.07988980716253612	2.50097847358121	0.045918367346938736	0.06301369863013817
1.76125244618395	0.09494949494949521	0.08539944903581388	2.50097847358121	0.051020408163264884	0.06849315068493245
1.76125244618395	0.10483870967741836	0.09641873278236847	2.50097847358121	0.06598984771573609	0.08196721311475355
1.76125244618395	0.11111111111111127	0.1019283746556478	2.50097847358121	0.0710659898477156	0.08493150684931357
1.76125244618395	0.1164658634538156	0.10928961748633939	2.50097847358121	0.07848101265822778	0.09289617486338805
1.79647749510763	0.12727272727272776	0.12154696132596668	2.50097847358121	0.08629441624365629	0.1013698630136989
1.79647749510763	0.13078470824949817	0.12637362637362595	2.50097847358121	0.09137055837563561	0.10928961748633932
1.79647749510763	0.13939393939393913	0.13186813186812968	2.50097847358121	0.09923664122137399	0.11538461538461554
1.79647749510763	0.14629258517034086	0.13972602739725964	2.50097847358121	0.11111111111111115	0.12261580381471297
1.79647749510763	0.1520000000000003	0.14754098360655712	2.50097847358121	0.11838790931989805	0.13043478260869476
1.79647749510763	0.15999999999999992	0.1530054644808751	2.50097847358121	0.12405063291139234	0.1335149863760215
1.79647749510763	0.16064257028112539	0.15846994535519032	2.50097847358121	0.1284634760705298	0.1444141689373304
1.79647749510763	0.16400000000000065	0.16393442622950824	2.50097847358121	0.13567839195979864	0.14363143631436243
1.79647749510763	0.17199999999999907	0.17166212534059988	2.50097847358121	0.1414141414141406	0.1521739130434778
1.79647749510763	0.17365269461077784	0.17486338797814316	2.50097847358121	0.14357682619647327	0.15760869565217442
1.79647749510763	0.17764471057884157	0.17808219178082205	2.50097847358121	0.14646464646464674	0.15760869565217442
1.79647749510763	0.1816367265469054	0.18579234972677489	2.50097847358121	0.15365239294710237	0.16847826086956616
1.79647749510763	0.18725099601593664	0.18801089918256067	2.50097847358121	0.15365239294710237	0.17073170731707343
1.79647749510763	0.17764471057884157	0.1771117166212538	2.50097847358121	0.14141414141414219	0.16393442622950824
1.79647749510763	0.17529880478087645	0.17391304347826064	2.50097847358121	0.14430379746835426	0.15934065934065847
1.79647749510763	0.16167664670658702	0.16076294277929096	2.50097847358121	0.12911392405063252	0.15934065934065847
1.79647749510763	0.1593625498007977	0.16076294277929096	2.50097847358121	0.1262626262626253	0.15934065934065847
