	dt	34-43	40-41	30-41	36-43
0	21.01.2016 0:01:03	1.88454011741683	-0.059490084985835794	0.04128440366972588	0.03821656050955514
1	21.01.2016 0:11:03	1.88454011741683	-0.059490084985835794	0.04128440366972588	0.03821656050955514
2	21.01.2016 0:21:03	1.88454011741683	-0.059490084985835794	0.04128440366972588	0.03821656050955514
3	21.01.2016 0:30:03	1.88454011741683	-0.062146892655366534	0.03890160183066426	0.03821656050955514
4	21.01.2016 0:41:03	1.88454011741683	-0.0651558073654375	0.03890160183066426	0.0351437699680515
5	21.01.2016 0:51:03	1.88454011741683	-0.0651558073654375	0.036529680365296975	0.02857142857142764
6	21.01.2016 1:01:03	1.91976516634051	-0.0651558073654375	0.03669724770642222	0.0351437699680515
7	21.01.2016 1:11:03	1.91976516634051	-0.06818181818181718	0.03669724770642222	0.028753993610222742
8	21.01.2016 1:21:03	1.91976516634051	-0.06818181818181718	0.03669724770642222	0.028753993610222742
9	21.01.2016 1:31:03	1.91976516634051	-0.06818181818181718	0.03448275862068942	0.025477707006367874
10	21.01.2016 1:41:03	1.91976516634051	-0.06818181818181718	0.03225806451612947	0.02564102564102574
11	21.01.2016 1:51:03	1.91976516634051	-0.07082152974504201	0.03225806451612947	0.022364217252395617
12	21.01.2016 2:01:03	1.91976516634051	-0.07122507122507082	0.03225806451612947	0.02564102564102574
13	21.01.2016 2:11:03	1.91976516634051	-0.0742857142857145	0.03002309468822282	0.02564102564102574
14	21.01.2016 2:21:03	1.91976516634051	-0.06857142857142896	0.03002309468822282	0.022508038585210118
15	21.01.2016 2:31:03	1.91976516634051	-0.07386363636363649	0.03211009174311985	0.02564102564102574
16	21.01.2016 2:41:03	1.91976516634051	-0.07082152974504201	0.02988505747126562	0.02564102564102574
17	21.01.2016 2:51:03	1.91976516634051	-0.07082152974504201	0.029748283752860413	0.022364217252395617
18	21.01.2016 3:01:03	1.91976516634051	-0.07386363636363649	0.027522935779817185	0.019108280254775876
19	21.01.2016 3:11:03	1.91976516634051	-0.07386363636363649	0.027522935779817185	0.019108280254775876
20	21.01.2016 3:21:03	1.91976516634051	-0.07692307692307766	0.02988505747126562	0.016077170418006267
21	21.01.2016 3:31:03	1.91976516634051	-0.07954545454545581	0.027522935779817185	0.012820512820512013
22	21.01.2016 3:41:03	1.91976516634051	-0.07692307692307766	0.023041474654378887	0.012820512820512013
23	21.01.2016 3:51:03	1.91976516634051	-0.07692307692307766	0.025404157043881496	0.016077170418006267
24	21.01.2016 4:01:03	1.91976516634051	-0.07954545454545581	0.025404157043881496	0.016077170418006267
25	21.01.2016 4:11:03	1.91976516634051	-0.08000000000000135	0.025404157043881496	0.016077170418006267
26	21.01.2016 4:21:03	1.91976516634051	-0.08045977011494368	0.025404157043881496	0.016077170418006267
27	21.01.2016 4:31:03	1.91976516634051	-0.08045977011494368	0.023148148148149188	0.009708737864077907
28	21.01.2016 4:41:03	1.91976516634051	-0.08045977011494368	0.025404157043881496	0.012903225806452406
29	21.01.2016 4:51:03	1.91976516634051	-0.08215297450425106	0.025404157043881496	0.009584664536741528
30	21.01.2016 5:01:03	1.97260273972603	-0.08215297450425106	0.02988505747126562	0.012820512820513781
31	21.01.2016 5:11:03	1.97260273972603	-0.07954545454545581	0.032407407407407794	0.016077170418006267
32	21.01.2016 5:21:03	1.97260273972603	-0.07954545454545581	0.032407407407407794	0.016077170418006267
33	21.01.2016 5:31:03	1.97260273972603	-0.07954545454545581	0.03464203233256322	0.016077170418006267
34	21.01.2016 5:41:03	1.97260273972603	-0.07954545454545581	0.03480278422273867	0.016077170418006267
35	21.01.2016 5:51:03	1.97260273972603	-0.07692307692307766	0.03926096997690482	0.016077170418006267
